// J23 1304

'cause [ˈkɔːz]
profane [prə'fein]
profanity [prə'fænəti]
profess [prə'fes]
professedly [prə'fesidli]
profession [prə'feʃ°n]
professional [prə'feʃ°nəl]
professionalism [prə'feʃ°nə.liz°m]
professionalize [prə'feʃ°nəlaiz]
professor [prə'fesə]
professorate [prə'fesərət]
professoress [prə'fesərəs]
professorial [.prɒfe'sɔ:riəl]
professoriate [.prɒfə'sɔ:riət]
proffer ['prɒfə]
proficiency [prə'fiʃ°nsi]
proficient [prə'fiʃ°nt]
profile ['prəʋfail]
profit ['prəfit]
profitable ['prɒfitəb°l]
profitableness ['prɒfitəbəlnəs]
profiteer [.prɒfi'tiə]
profitless ['prɒfitləs]
profligacy ['prɒfligəsi]
profligate ['prɒfligət]
profluent ['prəʋflʋənt]
profound [prə'faʋnd]
profoundness [prə'faʋndnəs]
profundity [prə'fʌndəti]
profuse [prə'fju:s]
profusion [prə'fju:ʒ°n]
profusive [prə'fju:siv]
prog [prɒg]
progenitive [prəʋ'ʤenətiv]
progenitor [prəʋ'ʤenitə]
progenitress, progenitrix [prəʋ'-ʤenitrəs, -triks]
progeny ['prɒʤəni]
prognosis [prɒg'nəʋsis]
prognostic [prɒg'nɒstik]
prognosticate [prɒg'nɒstikeit]
prognostication [prɒg.nɒsti'kei-ʃ°n]
programmable ['prəʋgræməb°l]
programme ['prəʋgræm]
programmer ['prəʋgræmə]
progressI n ['prəʋgrəs]
progression [prəʋ'greʃ°n]
progressist [prə'gresist]
progressive [prəʋ'gresiv]
prohibit [prəʋ'hibit]
prohibition [.prəʋi'biʃ°n]
prohibitive [prəʋ'hibitiv]
prohibitory [prəʋ'hibitəri]
projectI v [prə'ʤekt]
projectile [prəʋ'ʤektail]
projection [prə'ʤekʃ°n]
projective [prə'ʤektiv]
projector [prə'ʤektə]
prolapse ['prəʋlæps]
prolate ['prəʋleit]
prole [prəʋl]
proletarian [.prəʋlə'teəriən]
proletariat(e) [.prəʋlə'teəriət]
proletary ['prəʋlətəri]
proliferate [prəʋ'lifəreit]
proliferation [prə.lifə'reiʃ°n]
prolific [prəʋ'lifik]
prolix ['prəʋliks]
prolixity [prəʋ'liksəti]
prolocutor [prəʋ'lɒkjʋtə]
prologue ['prəʋlɒg]
prolong [prəʋ'lɒŋ]
prolongation [.prəʋlɒŋ'geiʃ°n]
prolonged [prəʋ'lɒŋd]
prolusion [prə'lu:ʒ°n]
promenade [.prəmə'na:d]
Promethean [prəʋ'mi:θiən]
prominence ['prəminəns]
prominency ['prɒminənsi]
prominent ['prɒminənt]
promiscuity [.prəmi'skju:əti]
promiscuous [prə'miskjuəs]
promise ['prəmis]
promisee [.prɒmi'si:]
promisor [.prɒmi'sɔ:]
promissory ['prɒmisəri]
promo ['prəʋməʋ]
promontory ['prɒmənt°ri]
promote [prə'məʋt]
promoter [prə'məʋtə]
promotion [prə'məʋʃ°n]
promotional [prə'məʋʃ°nəl]
prompt [prəmpt]
prompter ['prɒmptə]
prompting ['prɒmptiŋ]
promptitude ['prɒmptitju:d]
promptly ['prɒmptli]
promulgate ['prɒm°lgeit]
promulgation [.prɒm°l'geiʃ°n]
prone [prəʋn]
prong [prəŋ]
pronominal [prəʋ'nɒmin°l]
pronoun ['prəʋnaʋn]
pronounce [prə'naʋns]
pronounceable [prə'naʋnsəb°l]
pronounced [prə'naʋnst]
pronouncement [prə'naʋnsmənt]
pronunciation [prə.nʌnsi'eiʃ°n]
proof [pru:f]
proofer ['pru:fə]
proofless ['pru:fləs]
proofread ['pru:f.ri:d]
proofreader ['pru:fri:də]
prop [prɒp]
propaedeutics [.prəʋpi:'dju:tiks]
propagable ['prɒpəgəb°l]
propaganda [.prɒpə'gændə]
propagandist [.prɒpə'gændist]
propagandize [.prɒpə'gændaiz]
propagate ['prɒpəgeit]
propagation [.prɒpə'geiʃ°n]
propagator ['prɒpəgeitə]
propel [prə'pel]
propeller [prə'pelə]
propensity [prəʋ'pensəti]
proper noun ['prɒpə naʋn]
proper ['prɒpə]
properly ['prɒpəli]
propertied ['prɒpətid]
property room ['prɒpətiru:m]
property ['prɒpəti]
property-man ['prɒpətimæn]
prophecy ['prɒfəsi]
prophesier ['prɒfisaiə]
prophesy ['prɒfəsai]
prophet ['prɒfit]
prophetess [.prɒfi'tes]
prophetic [prə'fetik]
prophetic(al) [prəʋ'fetik°l]
prophylactic [.prɒfə'læktik]
prophylaxis [.prɒfə'læksis]
prophylaxy ['prɒfəlæksi]
propinquity [prəʋ'piŋkwəti]
propitiate [prəʋ'piʃieit]
propitiation [prəʋ.piʃi'eiʃ°n]
propitiatory [prəʋ'piʃiətəri]
propitious [prə'piʃəs]
propolis ['prɒpəlis]
propone [prə'pəʋn]
proponent [prə'pəʋnənt]
proportion [prə'pɔ:ʃ°n]
proportional [prə'pɔ:ʃ°nəl]
proportionality [prə.pɔ:ʃə'næləti]
proportionate [prə'pɔ:ʃ°nət]
proportionless [prə'pɔ:ʃ°nləs]
proportionment [prə'pɔ:ʃ°nmənt]
proposal [prə'pəʋz°l]
propose [prə'pəʋz]
proposer [prə'pəʋzə]
proposition [.prɒpə'ziʃ°n]
propound [prə'paʋnd]
proprietary [prə'praiətəri]
proprietor [prə'praiətə]
proprietorship [prə'praiətəʃip]
proprietress [prə'praiətrəs]
propriety [prə'praiəti]
propulsion [prə'pʌlʃ°n]
prorate [.prəʋ'reit]
prorogation [.prəʋrəʋ'geiʃ°n]
prosaic [prəʋ'zeiik]
prosaically [prəʋ'zeiikli]
prosaism ['prəʋzeiiz°m]
prosaist ['prəʋzeiist]
proscenium [prəʋ'si:niəm]
proscribe [prəʋ'skraib]
proscription [prəʋ'skripʃ°n]
proscriptive [prəʋ'skriptiv]
prose [prəʋz]
prosector [prəʋ'sektə]
prosecute ['prɒsi.kju:t]
prosecution [.prɒsi'kju:ʃ°n]
prosecutor ['prɒsikju:tə]
prosecutorial [.prɒsikjʋ'tɔ:riəl]
proselytize ['prɒsəlitaiz]
proseman ['prəʋzmæn]
prosiness ['prəʋzinəs]
prosody ['prɒsədi]
prospect I n ['prɒspekt]
prospection [prə'spekʃ°n]
prospective [prə'spektiv]
prospectless ['prɒspektləs]
prospector [prə'spektə]
prospectus [prə'spektəs]
prosper ['prɒspə]
prosperity [prɒ'sperəti]
prosperous ['prɒspərəs]
prostate ['prɒsteit]
prostatic [prɒ'stætik]
prosthesis [prɒs'θi:sis]
prosthetic [prɒs'θetik]
prostitute ['prɒstitju:t]
prostitution [.prɒsti'tju:ʃ°n]
prostrateI adj ['prəstreit]
prostration [prɒ'streiʃ°n]
prostyle ['prəʋstail]
prosy ['prəʋzi]
prot [prɒt]
protagonist [prəʋ'tægənist]
prote´ge´ ['prɒtəʒei]
protean [prəʋ'ti:ən]
protect [prə'tekt]
protectant [prə'tektənt]
protection [prə'tekʃ°n]
protectionism [prə'tekʃ°niz°m]
protectionist [prə'tekʃ°nist]
protective [prə'tektiv]
protector [prə'tektə]
protectorship [prə'tektəʃip]
protectress [prə'tektrəs]
protein ['prəʋti:n]
protervity [prə'tз:viti]
Protestant ['prɒtistənt]
Protestantism ['prɒtistəntiz°m]
protestation [.prɒti'steiʃ°n]
protester [prə'testə]
protestI v [prə'test]
protocol ['prəʋtəʋkɒl]
protoplasm ['prəʋtəʋplæz°m]
protoplasmic [.prəʋtəʋ'plæzmik]
protoplast ['prəʋtəʋplæst]
prototype ['prəʋtəʋtaip]
protozoology [.prəʋtəʋzəʋ'ɒləʤi]
protract [prə'trækt]
protraction [prə'trækʃ°n]
protractor [prə'træktə]
protrude [prə'tru:d]
protrusion [prə'tru:ʒ°n]
protrusive [prə'tru:siv]
protuberance [prə'tju:b°rəns]
protuberant [prə'tju:b°rənt]
proud [praʋd]
proud-spirited [.praʋd'spiritid]
prove [pru:v]
proven ['pru:v°n]
provenance ['prɒvənəns]
Provencal [.prɒvɒn'sa:l]
provender ['prɒvində]
proverb ['prɒvз:b]
proverbial [prə'vз:biəl]
provide [prə'vaid]
provided [prə'vaidid]
providence ['prɒvidəns]
provident ['prɒvidənt]
providential [.prɒvi'denʃ°l]
provider [prə'vaidə]
province ['prɒvins]
provincial [prə'vinʃ°l]
provincialism [prə'vinʃ°liz°m]
provinciality [prə.vinʃi'æləti]
provision [prə'viʒ°n]
provisional [prə'viʒ°nəl]
provisory [prə'vaizəri]
provocation [.prɒvə'keiʃ°n]
provocative [prə'vɒkətiv]
provoke [prə'vəʋk]
provoker [prə'vəʋkə]
provoking [prə'vəʋkiŋ]
prow [praʋ]
prowess ['praʋəs]
prowl [praʋl]
prowler ['praʋlə]
proximal ['prɒksim°l]
proximate ['prɒksimət]
proximity [prɒk'siməti]
proxy ['prɒksi]
prude [pru:d]
prudence ['pru:d°ns]
prudent ['pru:d°nt]
prudential [prʋ'denʃ°l]
prudery ['pru:dəri]
prudish ['pru:diʃ]
prune [pru:n]
pruner ['pru:nə]
prurient ['prʋəriənt]
Prussian ['prʌʃ°n]
pry [prai]
psalm [sa:m]
psalmist ['sa:mist]
psalmody ['sæmədi]
psalter ['sɔ:ltə]
pseud(o)- ['sju:dəʋ-]
pseudoarchaic [.sju:dəʋa:'keiik]
pseudoclassic [.sju:dəʋ'klæsik]
pseudograph ['sju:dəgra:f]
pseudonym ['sju:dənim]
pseudopregnancy [.sju:də'pregnənsi]
psyche ['saiki]
psychiatrist [sai'kaiətrist]
psychiatry [sai'kaiətri]
psychic ['saikik]
psychical ['saikik°l]
psychoactive [.saikəʋ'æktiv]
psychoanalysis [.saikəʋə'næləsis]
psychoanalyst [.saikəʋ'ænəlist]
psychodrama [.saikəʋ'dra:mə]
psycholinguistic [saikəʋlin'gwistik]
psychologic [.saikə'lɒʤik]
psychological [.saikə'lɒʤik°l]
psychologist [sai'kɒləʤist]
psychology [sai'kɒləʤi]
psychopath ['saikəʋpæθ]
psychopathic [.saikə'pæθik]
psychopharmacology [.saikəʋfa:-mə'kɒləʤi]
psychosis [sai'kəʋsis]
psychotherapeutist [.saikəʋθerə'-pju:tist]
psychotropic [saikəʋ'trəʋpik]
ptisan [ti'zæn]
pub [pʌb]
puberal ['pju:bərəl]
puberty ['pju:bəti]
pubescence [pjʋ'bes°ns]
pubescent [pjʋ'bes°nt]
pubic ['pju:bik]
pubis ['pju:bis]
public enemy [.pʌblik'enəmi]
public holiday ['pʌblik 'hɒlədei]
public relations [.pʌblikri'leiʃ°nz]
public school [.pʌblik'sku:l]
public ['pʌblik]
publican ['pʌblikən]
publication [.pʌbli'keiʃ°n]
publicist ['pʌblisist]
publicity [pʌb'lisəti]
publicize ['pʌblisaiz]
publicly ['pʌblikli]
publish ['pʌbliʃ]
publishable ['pʌbliʃəb°l]
publisher ['pʌbliʃə]
publishing ['pʌbliʃiŋ]
puce [pju:s]
pucker ['pʌkə]
puckery ['pʌkəri]
puckish ['pʌkiʃ]
pudding ['pʋdiŋ]
pudding-head ['pʋdiŋhed]
puddingy ['pʋdiŋi]
puddle ['pʌd°l]
puddly ['pʌd°li]
pudency ['pju:dənsi]
pudendum [pjʋ'dendəm]
pudent ['pju:dənt]
pudgy ['pʌʤi]
pudibund ['pju:dibʌnd]
pudicity [pju:'disəti]
pudsy ['pʌʤi]
puerile ['pjʋərail]
puerility [pjʋ'riləti]
puerperal [pjʋ'з:prəl]
puff [pʌf]
puffball ['pʌfbɔ:l]
puffbox ['pʌfbɒks]
puffery ['pʌfəri]
puffin ['pʌfin]
puffiness ['pʌfinəs]
puffy ['pʌfi]
pug [pʌg]
pug-nosed [.pʌg'nəʋzd]
pugilism ['pju:ʤiliz°m]
pugilist ['pju:ʤilist]
pugnacious [pʌg'neiʃəs]
pugnaciousness [pʌg'neiʃəsnəs]
pugnacity [pʌg'næsəti]
puisne ['pju:ni]
puissance ['pwi:sa:ŋs]
puissant ['pwi:sɒnt]
puke [pju:k]
pukka(h) ['pʌkə]
pule [pju:l]
pull [pʋl]
pull-back ['pʋlbæk]
pull-out ['pʋlaʋt]
pulldown ['pʋldaʋn]
pulled [pʋld]
puller ['pʋlə]
pullet ['pʋlit]
pulley ['pʋli]
pullman ['pʋlmən]
pullover ['pʋl.əʋvə]
pullulate ['pʌljʋleit]
pulmonary ['pʌlmənəri]
pulp [pʌlp]
pulpit ['pʋlpit]
pulpy ['pʌlpi]
pulsate [pʌl'seit]
pulsatile ['pʌlsə.tail]
pulsation [pʌl'seiʃ°n]
pulsatory [pʌl'seitəri]
pulse [pʌls]
pulseless ['pʌlsləs]
pulselessness ['pʌlsləsnəs]
pulverable ['pʌlvərəb°l]
pulverization [.pʌlvərai'zeiʃ°n]
pulverize ['pʌlvəraiz]
pulverizer ['pʌlvəraizə]
pulwar [pʌl'wɔ:]
puma ['pju:mə]
pumice ['pʌmis]
pummel ['pʌm°l]
pump [pʌmp]
pump-handle ['pʌmp.hænd°l]
pumpage ['pʌmpiʤ]
pumpdown ['pʌmpdaʋn]
pumpkin ['pʌmpkin]
pun [pʌn]
punch [pʌnʧ]
punchball ['pʌnʧbɔ:l]
puncheon ['pʌnʧən]
puncher ['pʌnʧə]
punctate(d) ['pʌŋkteitid]
punctilious [pʌŋk'tiliəs]
punctual ['pʌŋkʧʋəl]
punctuality [.pʌŋkʧʋ'æləti]
punctuate ['pʌŋkʧʋeit]
punctuation [.pʌŋkʧʋ'eiʃ°n]
punctuational [.pʌŋkʧʋ'eiʃ°nəl]
punctuative ['pʌŋkʧʋeitiv]
puncture ['pʌŋkʧə]
pungency ['pʌnʤənsi]
pungent ['pʌnʤənt]
Punic ['pju:nik]
punish ['pʌniʃ]
punishment ['pʌniʃmənt]
punitive ['pju:nətiv]
punk [pʌŋk]
punky ['pʌŋki]
punny ['pʌni]
punster ['pʌnstə]
punt [pʌnt]
punter ['pʌntə]
puny ['pju:ni]
pup [pʌp]
pupa ['pju:pə]
pupal ['pju:p°l]
pupil ['pju:p°l]
pupilage ['pju:piliʤ]
pupillage ['pju:piliʤ]
pupillary ['pju:pələri]
puppet ['pʌpit]
puppet-play ['pʌpitplei]
puppet-show ['pʌpiʧəʋ]
puppeteer [.pʌpi'tiə]
puppetry ['pʌpitri]
puppy ['pʌpi]
puppyhood ['pʌpihʋd]
puppyish ['pʌpiiʃ]
puppyism ['pʌpiiz°m]
purblind ['pз:blaind]
purchase ['pз:ʧəs]
purchaser ['pз:ʧəsə]
pure´e ['pjʋərei]
pure [pjʋə]
pure-minded [.pjʋə'maindid]
purebred ['pjʋəbred]
purely ['pjʋəli]
purgation [pз:'geiʃ°n]
purgative ['pз:gətiv]
purgatorial [.pз:gə'tɔ:riəl]
purgatory ['pз:gət°ri]
purge [pз:ʤ]
purification [.pjʋərifi'keiʃ°n]
purificatory [.pjʋərifi'keitəri]
purifier ['pjʋərifaiə]
purify ['pjʋərifai]
purism ['pjʋəriz°m]
purist ['pjʋərist]
puritan ['pjʋərit°n]
puritanic [.pjʋəri'tænik]
Puritanism ['pjʋəritəniz°m]
purity ['pjʋərəti]
purl [pз:l]
purlieu ['pз:lju:]
purlin ['pз:lin]
purloin [pз:'lɔin]
purple ['pз:p°l]
purplish ['pз:pliʃ]
purportI n ['pз:pət]
purpose ['pз:pəs]
purposeful ['pз:pəsf°l]
purposefulness ['pз:pəsfəlnəs]
purposeless ['pз:pəsləs]
purposely ['pз:pəsli]
purposive ['pз:pəsiv]
purr [pз:]
purse [pз:s]
purse-proud ['pз:spraʋd]
purseful ['pз:sf°l]
purser ['pз:sə]
pursiness ['pз:sinəs]
pursuance [pə'sju:əns]
pursuant [pə'sju:ənt]
pursue [pə'sju:]
pursuer [pə'sju:ə]
pursuit [pə'sju:t]
pursuivant ['pз:sivənt]
pursy ['pз:si]
purulency ['pjʋərələnsi]
purulent ['pjʋərʋlənt]
purvey [pə'vei]
purveyance [pə'veiəns]
purveyor [pə'veiə]
purview ['pз:vju:]
pus [pʌs]
push [pʋʃ]
push-pull [.pʋʃ'pʋl]
pushcart ['pʋʃka:t]
pushchair ['pʋʃ.ʧeə]
pusher ['pʋʃə]
pushful ['pʋʃf°l]
pushiness ['pʋʃinəs]
pushing ['pʋʃiŋ]
pushpin ['pʋʃpin]
Pushtoo, Pushtu ['pʌʃtu:]
pushups ['pʋʃʌps]
pushy ['pʋʃi]
pusillanimity [.pju:silə'niməti]
pusillanimous [.pju:si'læniməs]
puss [pʋs]
pussy willow ['pʋsi.wiləʋ]
pussy ['pʌsi]
pussyfoot ['pʋsifʋt]
pustular ['pʌstjʋlə]
pustulate ['pʌstjʋ.leit]
pustule ['pʌstju:l]
pustulous ['pʌstjʋləs]
put [pʋt]
put-off ['pʋtɒf]
putamen [pjʋ'teimən]
putative ['pju:tətiv]
putrefaction [.pju:tri'fækʃ°n]
putrefactive [.pju:tri'fæktiv]
putrefiable ['pju:trifaiəb°l]
putrefy ['pju:trifai]
putrescence [pju:'tres°ns]
putrescent [pju:'tresənt]
putrid ['pju:trid]
putridity [pju:'tridəti]
putridness ['pju:tridnəs]
putt [pʌt]
puttee ['pʌti]
putter ['pʌtə]
puttie ['pʌti]
puttier ['pʌtiə]
putty ['pʌti]
puzzle [pʌz°l]
puzzle-headed [.pʌz°l'hedid]
puzzled [pʌz°ld]
puzzlehead ['pʌz°lhed]
puzzlement ['pʌz°lmənt]
puzzler ['pʌzlə]
puzzling ['pʌz°liŋ]
pyedog ['paidɒg]
pygma(e)an [pig'mi:ən]
pygmy ['pigmi]
pyjamas [pə'ʤa:məz]
pylon ['pailən]
pyramid ['pirəmid]
pyramidal [pi'ræmid°l]
pyre ['paiə]
pyrites [pai'raiti:z]
pyro ['paiərəʋ]
pyroelectric [paiərəʋi'lektrik]
pyromania [.paiərə'meiniə]
pyrotechnic [.paiərəʋ'teknik]
pyrotechnics [.pairəʋ'tekniks]
pyrotechnist [.pairəʋ'teknist]
Pythagorean [pai.θægə'ri:ən]
Pythian ['piθiən]
python ['paiθn]
pythoness ['paiθənəs]
pyx [piks]
Q, q [kju:]
qua [kwei]
quack [kwæk]
quackery ['kwækəri]
quackish ['kwækiʃ]
quad [kwɒd]
quadragenarian [.kwɒdrəʤə'neə-riən]
quadragesimal [.kwɒdrə'ʤesim°l]
quadrangle ['kwɒdræŋg°l]
quadrangular [kwɒ'dræŋgjʋlə]
quadrant ['kwɒdrənt]
quadrate ['kwɒdreit]
quadratic [kwɒ'drætik]
quadrature ['kwɒdrəʧə]
quadrennial [kwɒ'dreniəl]
quadrilateral [.kwɒdri'lætərəl]
quadrille [kwə'dril]
quadrillion [kwɒ'driliən]
quadripartite [.kwɒdri'pa:tait]
quadripole ['kwɒdripəʋl]
quadrisyllable [.kwɒdri'siləb°l]
quadrivalent [.kwɒdri'veilənt]
quadruped ['kwɒdrʋped]
quadrupedal [kwɒ'dru:pid°l]
quadruple ['kwɒdrʋpl]
quadruplex ['kwɒdrʋpleks]
quadruplicate [kwɒ'dru:plikət]
quaere ['kwiəri]
quaff [kwɒf]
quaggy ['kwægi]
quagmire ['kwægmaiə]
quail [kweil]
quail-pipe ['kweilpaip]
quaint [kweint]
quake [kweik]
quaker gun ['kweikəgʌn]
Quakeress ['kweikərəs]
Quakerish ['kweikəriʃ]
quaking ['kweikiŋ]
quaky ['kweiki]
qualification [.kwɒlifi'keiʃ°n]
qualificative ['kwɒlifikətiv]
qualificatory ['kwɒlifikətəri]
qualified ['kwɒlifaid]
qualifier ['kwɒlifa(i)ə]
qualify ['kwɒlifai]
qualitative ['kwɒlitətiv]
quality ['kwɒləti]
qualm [kwa:m]
qualmish ['kwa:miʃ]
quandary ['kwɒndəri]
quanta ['kwɒntə]
quantifiable ['kwɒntifaiəb°l]
quantification [.kwɒntifi'keiʃ°n]
quantify ['kwɒntifai]
quantitative ['kwɒntitətiv]
quantity ['kwɒntəti]
quantum ['kwɒntəm]
quarantine ['kwɒrənti:n]
quarrel ['kwɒrəl]
quarrelsome ['kwɒrəlsəm]
quarry ['kwɒri]
quart [kwɔ:t]
quarter binding ['kwɔ:tə.baindiŋ]
quarter ['kwɔ:tə]
quarter-day ['kwɒtədei]
quarterage ['kwɔ:təriʤ]
quarterfinal [.kwɔ:tə'fain°l]
quarterly ['kwɔ:təli]
quartermaster ['kwɔ:tə.ma:stə]
quartern ['kwɔ:t°n]
quartet(te) [kwɔ:'tet]
quartic ['kwɔ:tik]
quartile ['kwɔ:tail]
quarto ['kwɔ:təʋ]
quartz [kwɔ:ts]
quash [kwɒʃ]
quasi ['kweizai]
quasi- ['kweizai-]
quassia ['kwɒʃə]
quatercentenary [.kwætəsen'ti:nəri]
quaternary [kwə'tз:nəri]
quaternion [kwə'tз:niən]
quatrain ['kwɒtrein]
quaver ['kweivə]
quavery ['kweivəri]
quay [ki:]
quayside ['ki:said]
quean [kwi:n]
queasiness ['kwi:zinəs]
queasy ['kwi:zi]
queen [kwi:n]
queenhood ['kwi:nhʋd]
queening ['kwi:niŋ]
queenliness ['kwi:nlinəs]
queenly ['kwi:nli]
queer [kwiə]
queerish ['kwiəriʃ]
queerness ['kwiənəs]
quell [kwel]
quench [kwenʧ]
quencher ['kwenʧə]
quenchless ['kwenʧləs]
querist ['kwiərist]
quern [kwз:n]
querulous ['kwerʋləs]
query ['kwiəri]
quest [kwest]
question ['kwesʧ°n]
question-mark ['kwesʧ°nma:k]
questionable ['kwesʧ°nəb°l]
questionary ['kwesʧ°nəri]
questionless ['kwesʧ°nləs]
questionnaire [.kwestə'neə]
questman ['kwestmən]
queue [kju:]
quibble ['kwib°l]
quibblesome ['kwib°lsəm]
quiche [ki:ʃ]
quick [kwik]
quick-change ['kwikʧeinʤ]
quick-freeze [.kwik'fri:z]
quicken ['kwikən]
quickfirer ['kwik.faiərə]
quickfiring ['kwik.faiəriŋ]
quickie ['kwiki]
quicklime ['kwiklaim]
quickly ['kwikli]
quickness ['kwiknəs]
quicksand ['kwiksænd]
quicksandy ['kwik.sændi]
quicksightedness [.kwik'saitidnəs]
quicksilver ['kwik.silvə]
quickstep ['kwikstep]
quickwittedness [.kwik'witidnəs]
quid [kwid]
quiddity ['kwidəti]
quidnunc ['kwidnʌŋk]
quiescency [kwai'es°nsi]
quiescent [kwi'es°nt]
quiet ['kwaiət]
quieten ['kwaiət°n]
quietly ['kwaiətli]
quietness ['kwaiətnəs]
quietude ['kwaiətju:d]
quietus [kwai'i:təs]
quill [kwil]
quill-driver ['kwil.draivə]
quillet ['kwilit]
quilling ['kwiliŋ]
quilt [kwilt]
quinary ['kwainəri]
quince [kwins]
quincentenary [.kwinsen'ti:nəri]
quincunx ['kwinkʌŋks]
quinine [kwi'ni:n]
quinquagenarian [.kwiŋkwəʤə'neə-riən]
quinquennial [kwiŋ'kweniəl]
quinquennium [kwiŋ'kweniəm]
quinquivalent [.kwiŋkwi'veilənt]
quinsy ['kwinzi]
quint [kwint]
quintain ['kwintən]
quintal [kwint°l]
quintessence [kwin'tes°ns]
quintet(te) [kwin'tet]
quintile ['kwintil]
quintuple ['kwintjʋp°l]
quip [kwip]
quippish ['kwipiʃ]
quirk [kwз:k]
quirkiness ['kwз:kinəs]
quirky ['kwз:ki]
quisling ['kwizliŋ]
quit [kwit]
quitch [kwiʧ]
quitclaim ['kwitkleim]
quite [kwait]
quits [kwiʧ]
quittance ['kwit°ns]
quitter ['kwitə]
quiver ['kwivə]
quixotic [kwik'sɒtik]
quixotism, quixotry ['kwiksətiz°m, -tri]
quiz [kwiz]
quizzery ['kwizəri]
quizzical ['kwizik°l]
quoad ['kwəʋæd]
quod [kwɒd]
quoin [kɔin]
quondam ['kwɒndæm]
quorum ['kwɔ:rəm]
quota ['kwəʋtə]
quotable ['kwəʋtəb°l]
quotation marks [kwəʋ'teiʃ°nma:ks]
quotation [kwəʋ'teiʃ°n]
quote [kwəʋt]
quoteworthy ['kwəʋt.wз:ði]
quotha ['kwəʋθə]
quotidian [kwəʋ'tidiən]
quotient ['kwəʋʃ°nt]
qwerty ['kwз:ti]
R, r [a:]
rabbet ['ræbit]
rabbi ['ræbai]
rabbinic(al) [rə'binik°l]
rabbit ['ræbit]
rabbitry ['ræbitri]
rabbity ['ræbiti]
rabble ['ræb°l]
rabid ['ræbid]
rabidity [ræ'bidəti]
rabies ['reibi:z]
race [reis]
racecourse ['reiskɔ:s]
racehorse ['reishɔ:s]
raceme ['ræsi:m]
racer ['reisə]
racetrack ['reistræk]
raceway ['reiswei]
rachitic [ræ'kitik]
rachitis [ræ'kaitis]
racial ['reiʃ°l]
racialist ['reiʃəlist]
raciness ['reisinəs]
racing ['reisiŋ]
racism ['reisiz°m]
racist ['reisist]
rack wheel ['rækwi:l]
rack [ræk]
rack-rent ['rækrent]
racket ['rækit]
racketeer [.rækə'tiə]
racketeering [.rækə'tiəriŋ]
rackety ['rækəti]
racoon [rə'ku:n]
racy ['reisi]
radar ['reida:]
radial ['reidiəl]
radiance, radiancy ['reidiəns, -si]
radiant ['reidiənt]
radiate ['reidiət]
radiation [.reidi'eiʃ°n]
radiative ['reidiətiv]
radiator ['reidi.eitə]
radical ['rædik°l]
radicle ['rædik°l]
radii ['reidiai]
radio ['reidiəʋ]
radio-controlled [.reidiəʋkən'trəʋld]
radioactive [.reidiəʋ'æktiv]
radioactivity [.reidiəʋæk'tivəti]
radiogenic [.reidiəʋ'ʤenik]
radiogram ['reidiəʋgræm]
radiograph ['reidiəʋgra:f]
radiographer [.reidi'ɒgrəfə]
radiography [.reidi'ɒgrəfi]
radioisotope [.reidiəʋ'aisətəʋp]
radiolocation [.reidiəʋləʋ'keiʃ°n]
radiolocator [.reidiəʋləʋ'keitə]
radiology [.reidi'ɒləʤi]
radioman ['reidiəʋmæn]
radiometer [.reidi'ɒmitə]
radiophare ['reidiəʋfeə]
radiophone ['reidiəʋfəʋn]
radioscopy [.reidi'ɒskəpi]
radiotherapy [.reidiəʋ'θerəpi]
radiotrician [.reidiəʋ'triʃ°n]
radish ['rædiʃ]
radium ['reidiəm]
radius ['reidiəs]
radix ['reidiks]
radwaste ['rædweist]
rafale [rə'fa:l]
raff [ræf]
raffish ['ræfiʃ]
raffle ['ræf°l]
raft [ra:ft]
rafter ['ra:ftə]
rag fair ['rægfeə]
rag [ræg]
ragamuffin ['rægə.mʌfin]
rage [reiʤ]
ragged ['rægid]
raggedy ['rægidi]
raging ['reiʤiŋ]
ragman ['rægmən]
ragout [ræ'gu:]
ragpicker ['ræg.pikə]
ragtag ['rægtæg]
ragtime ['rægtaim]
raid [reid]
raider ['reidə]
rail [reil]
rail-head ['reilhed]
railage ['reiliʤ]
railings ['reiliŋ]
raillery ['reiləri]
railroad ['reilrəʋd]
railroader ['reilrəʋdə]
railway line ['reilwei lain]
railway ['reilwei]
rain [rein]
rainbow trout [.reinbəʋ'traʋt]
rainbow ['reinbəʋ]
raincoat ['reinkəʋt]
raindrop ['reindrɒp]
rainfall ['reinfɔ:l]
rainhead ['reinhed]
raininess ['reininəs]
rainless ['reinləs]
rainproof ['reinpru:f]
rainstorm ['reinstɔ:m]
rainwater ['rein.wɔ:tə]
rainwear ['reinweə]
rainy ['reini]
raise [reiz]
raised [reizd]
raiser ['reizə]
raisin ['reiz°n]
raja(h) ['ra:ʤə]
rake [reik]
rake-off ['reikɒf]
raker ['reikə]
rakish ['reikiʃ]
rale [ra:l]
rally ['ræli]
ram [ræm]
ramadan ['ræmədæn]
ramble ['ræmb°l]
rambler ['ræmblə]
